word,similarity
jean,0.7643068432807922
eddie,0.7494667768478394
birdsell,0.7332488298416138
v,0.7250045537948608
probable,0.7154859304428101
edmund,0.7096487283706665
bein,0.6923751831054688
j,0.6917949318885803
juda,0.6777714490890503
salinger,0.6596783995628357
