word,similarity
surgeon,0.8084596395492554
ackley,0.7862792611122131
lock,0.782989501953125
handkerchief,0.7686430215835571
shave,0.7514162063598633
wall,0.7160344123840332
curtain,0.7146906852722168
washbowl,0.7101136445999146
ledge,0.7063876986503601
razor,0.7003376483917236
