word,similarity
salinger,0.896504282951355
body,0.8619193434715271
comin,0.803154468536377
humbly,0.797183632850647
j,0.7874286770820618
catch,0.7582748532295227
catcher,0.7577556371688843
song,0.7332025170326233
nobly,0.7189353704452515
thanks,0.7163302898406982
