word,similarity
stradlater,0.7862792015075684
curtain,0.7304298877716064
spencer,0.7008994221687317
study,0.6972767114639282
besides,0.6918149590492249
officer,0.6889559030532837
handkerchief,0.6887962222099304
rush,0.6847764849662781
ledge,0.6594321727752686
caucasian,0.653980016708374
